,Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
2596,Carmel Beach Water District,Haloacetic acids (HAA5)†,4.54 ppb,0.1 ppb,60 ppb
2597,Carmel Beach Water District,Total trihalomethanes (TTHMs)†,14.8 ppb,0.15 ppb,80 ppb
2598,Carmel Beach Water District,Barium,16.8 ppb,700 ppb,"2,000 ppb"
2599,Carmel Beach Water District,None,,,
2600,"Depoe Bay, City of",Haloacetic acids (HAA5)†,11.2 ppb,0.1 ppb,60 ppb
2601,"Depoe Bay, City of",Nitrate,0.390 ppm,0.14 ppm,10 ppm
2602,"Depoe Bay, City of",Total trihalomethanes (TTHMs)†,37.7 ppb,0.15 ppb,80 ppb
2603,"Depoe Bay, City of",Barium,11.8 ppb,700 ppb,"2,000 ppb"
2604,"Depoe Bay, City of",None,,,
2605,Fall Creek Water District,Arsenic,1.000 ppb,0.004 ppb,10 ppb
2606,Fall Creek Water District,Haloacetic acids (HAA5)†,2.80 ppb,0.1 ppb,60 ppb
2607,Fall Creek Water District,Total trihalomethanes (TTHMs)†,9.05 ppb,0.15 ppb,80 ppb
2608,Fall Creek Water District,Barium,55.0 ppb,700 ppb,"2,000 ppb"
2609,Fall Creek Water District,None,,,
2610,Guptil Subdivision,Nitrate,0.462 ppm,0.14 ppm,10 ppm
2611,Guptil Subdivision,Nitrate and nitrite,0.682 ppm,0.14 ppm,10 ppm
2612,Guptil Subdivision,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
2613,Guptil Subdivision,None,,,
2614,Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
2615,Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
2616,Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
2617,Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
2618,Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
2619,Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
2620,Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
2621,Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
2622,Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
2623,Hiland Water Company - Bear Creek,None,,,
2624,Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
2625,Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
2626,Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
2627,Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
2628,Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
2629,Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
2630,Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
2631,Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
2632,Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
2633,Hiland Water Company - Bear Creek,None,,,
2634,Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
2635,Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
2636,Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
2637,Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
2638,Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
2639,Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
2640,Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
2641,Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
2642,Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
2643,Hiland Water Company - Bear Creek,None,,,
2644,Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
2645,Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
2646,Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
2647,Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
2648,Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
2649,Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
2650,Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
2651,Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
2652,Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
2653,Hiland Water Company - Bear Creek,None,,,
2654,Hiland Water Company - Bear Creek,Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
2655,Hiland Water Company - Bear Creek,Nitrate,0.309 ppm,0.14 ppm,10 ppm
2656,Hiland Water Company - Bear Creek,Total trihalomethanes (TTHMs)†,3.72 ppb,0.15 ppb,80 ppb
2657,Hiland Water Company - Bear Creek,Barium,8.27 ppb,700 ppb,"2,000 ppb"
2658,Hiland Water Company - Bear Creek,Chromium (total),0.423 ppb,,100 ppb
2659,Hiland Water Company - Bear Creek,Fluoride,0.187 ppm,,4 ppm
2660,Hiland Water Company - Bear Creek,Nitrate and nitrite,0.176 ppm,0.14 ppm,10 ppm
2661,Hiland Water Company - Bear Creek,Nitrite,0.00648 ppm,,1 ppm
2662,Hiland Water Company - Bear Creek,Toluene,0.492 ppb,150 ppb,"1,000 ppb"
2663,Hiland Water Company - Bear Creek,None,,,
2664,Inn At Otter Crest,Haloacetic acids (HAA5)†,15.4 ppb,0.1 ppb,60 ppb
2665,Inn At Otter Crest,Nitrate*,0.315 ppm,0.14 ppm,10 ppm
2666,Inn At Otter Crest,Total trihalomethanes (TTHMs)†,75.7 ppb,0.15 ppb,80 ppb
2667,Johnson Creek Water Service,Haloacetic acids (HAA5)†,17.9 ppb,0.1 ppb,60 ppb
2668,Johnson Creek Water Service,Nitrate,0.315 ppm,0.14 ppm,10 ppm
2669,Johnson Creek Water Service,Total trihalomethanes (TTHMs)†,55.8 ppb,0.15 ppb,80 ppb
2670,Johnson Creek Water Service,None,,,
2671,Kernville-gleneden-linc Bch Water District,Haloacetic acids (HAA5)†,22.3 ppb,0.1 ppb,60 ppb
2672,Kernville-gleneden-linc Bch Water District,Nitrate,0.487 ppm,0.14 ppm,10 ppm
2673,Kernville-gleneden-linc Bch Water District,"Radium, combined (-226 &amp; -228)",0.34 pCi/L,0.05 pCi/L,5 pCi/L
2674,Kernville-gleneden-linc Bch Water District,Total trihalomethanes (TTHMs)†,25.3 ppb,0.15 ppb,80 ppb
2675,Kernville-gleneden-linc Bch Water District,Barium,5.80 ppb,700 ppb,"2,000 ppb"
2676,Kernville-gleneden-linc Bch Water District,None,,,
2677,Kozy Acres Water System,Total trihalomethanes (TTHMs)†,0.845 ppb,0.15 ppb,80 ppb
2678,Kozy Acres Water System,Barium,33.2 ppb,700 ppb,"2,000 ppb"
2679,Kozy Acres Water System,Fluoride,0.112 ppm,,4 ppm
2680,Kozy Acres Water System,None,,,
2681,Lower Siletz Water System,Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
2682,Lower Siletz Water System,Nitrate*,0.487 ppm,0.14 ppm,10 ppm
2683,Lower Siletz Water System,"Radium, combined (-226 &amp; -228)*",0.34 pCi/L,0.05 pCi/L,5 pCi/L
2684,Lower Siletz Water System,Total trihalomethanes (TTHMs)†,17.6 ppb,0.15 ppb,80 ppb
2685,Lower Siletz Water System,Barium*,5.80 ppb,700 ppb,"2,000 ppb"
2686,Otter Rock Water District,Nitrate,1.64 ppm,0.14 ppm,10 ppm
2687,Otter Rock Water District,None,,,
2688,Panther Creek Water District,Haloacetic acids (HAA5)†,21.5 ppb,0.1 ppb,60 ppb
2689,Panther Creek Water District,Nitrate,0.708 ppm,0.14 ppm,10 ppm
2690,Panther Creek Water District,Nitrate and nitrite,0.337 ppm,0.14 ppm,10 ppm
2691,Panther Creek Water District,Total trihalomethanes (TTHMs)†,22.4 ppb,0.15 ppb,80 ppb
2692,Panther Creek Water District,None,,,
2693,Riverside Mobile Home Court,Arsenic,1.05 ppb,0.004 ppb,10 ppb
2694,Riverside Mobile Home Court,Bromodichloromethane,0.700 ppb,0.06 ppb,
2695,Riverside Mobile Home Court,Bromoform,1.16 ppb,0.5 ppb,
2696,Riverside Mobile Home Court,Dibromoacetic acid,0.850 ppb,0.04 ppb,
2697,Riverside Mobile Home Court,Dibromochloromethane,1.64 ppb,0.1 ppb,
2698,Riverside Mobile Home Court,Haloacetic acids (HAA5)†,0.850 ppb,0.1 ppb,60 ppb
2699,Riverside Mobile Home Court,"Radium, combined (-226 &amp; -228)",1.04 pCi/L,0.05 pCi/L,5 pCi/L
2700,Riverside Mobile Home Court,Total trihalomethanes (TTHMs)†,4.00 ppb,0.15 ppb,80 ppb
2701,Riverside Mobile Home Court,Barium,341.0 ppb,700 ppb,"2,000 ppb"
2702,Riverside Mobile Home Court,Chloroform,0.500 ppb,0.4 ppb,
2703,Riverside Mobile Home Court,Fluoride,0.231 ppm,,4 ppm
2704,Riverside Mobile Home Court,Nitrate,0.01000 ppm,0.14 ppm,10 ppm
2705,Riverside Mobile Home Court,Selenium,2.51 ppb,30 ppb,50 ppb
2706,Riverside Mobile Home Court,None,,,
2707,Salmon River Mobile Village,Nitrate,0.890 ppm,0.14 ppm,10 ppm
2708,Salmon River Mobile Village,Nitrate and nitrite,0.742 ppm,0.14 ppm,10 ppm
2709,Salmon River Mobile Village,None,,,
2710,Salmon River Rv Park,Fluoride,1.41 ppm,,4 ppm
2711,Salmon River Rv Park,None,,,
2712,Sea Crest,Haloacetic acids (HAA5)†,11.2 ppb,0.1 ppb,60 ppb
2713,Sea Crest,Nitrate*,0.315 ppm,0.14 ppm,10 ppm
2714,Sea Crest,Total trihalomethanes (TTHMs)†,65.1 ppb,0.15 ppb,80 ppb
2715,"Siletz, City of",Haloacetic acids (HAA5)†,29.2 ppb,0.1 ppb,60 ppb
2716,"Siletz, City of",Nitrate,0.294 ppm,0.14 ppm,10 ppm
2717,"Siletz, City of",Total trihalomethanes (TTHMs)†,34.4 ppb,0.15 ppb,80 ppb
2718,"Siletz, City of",Barium,6.06 ppb,700 ppb,"2,000 ppb"
2719,"Siletz, City of",Nitrate and nitrite,0.178 ppm,0.14 ppm,10 ppm
2720,"Siletz, City of",None,,,
2721,Sw Lincoln County Water District,Haloacetic acids (HAA5)†,6.40 ppb,0.1 ppb,60 ppb
2722,Sw Lincoln County Water District,Nitrate and nitrite,0.525 ppm,0.14 ppm,10 ppm
2723,Sw Lincoln County Water District,Total trihalomethanes (TTHMs)†,15.4 ppb,0.15 ppb,80 ppb
2724,Sw Lincoln County Water District,Nitrate,0.261 ppm,0.14 ppm,10 ppm
2725,Sw Lincoln County Water District,Selenium,4.00 ppb,30 ppb,50 ppb
2726,Sw Lincoln County Water District,None,,,
2727,Toledo Water Utilities,Haloacetic acids (HAA5)†,4.63 ppb,0.1 ppb,60 ppb
2728,Toledo Water Utilities,Nitrate,0.706 ppm,0.14 ppm,10 ppm
2729,Toledo Water Utilities,Total trihalomethanes (TTHMs)†,13.6 ppb,0.15 ppb,80 ppb
2730,Toledo Water Utilities,None,,,
2731,"Waldport, City of",Haloacetic acids (HAA5)†,7.54 ppb,0.1 ppb,60 ppb
2732,"Waldport, City of",Nitrate,0.347 ppm,0.14 ppm,10 ppm
2733,"Waldport, City of",Nitrate and nitrite,0.340 ppm,0.14 ppm,10 ppm
2734,"Waldport, City of",Total trihalomethanes (TTHMs)†,15.5 ppb,0.15 ppb,80 ppb
2735,"Waldport, City of",Barium,5.46 ppb,700 ppb,"2,000 ppb"
2736,"Waldport, City of",Ethylbenzene,0.0530 ppb,300 ppb,700 ppb
2737,"Waldport, City of",Xylenes (total),1.32 ppb,"1,800 ppb","10,000 ppb"
2738,"Waldport, City of",None,,,
2739,"Yachats, City of",Haloacetic acids (HAA5)†,4.45 ppb,0.1 ppb,60 ppb
2740,"Yachats, City of",Nitrate,0.421 ppm,0.14 ppm,10 ppm
2741,"Yachats, City of",Total trihalomethanes (TTHMs)†,10.5 ppb,0.15 ppb,80 ppb
2742,"Yachats, City of",None,,,
2743,"Enterprise, City of",Arsenic,1.90 ppb,0.004 ppb,10 ppb
2744,"Enterprise, City of",Bromodichloromethane,2.08 ppb,0.06 ppb,
2745,"Enterprise, City of",Bromoform,3.05 ppb,0.5 ppb,
2746,"Enterprise, City of",Dibromoacetic acid,1.60 ppb,0.04 ppb,
2747,"Enterprise, City of",Dibromochloromethane,3.60 ppb,0.1 ppb,
2748,"Enterprise, City of",Dichloroacetic acid,0.473 ppb,0.2 ppb,
2749,"Enterprise, City of",Haloacetic acids (HAA5)†,5.40 ppb,0.1 ppb,60 ppb
2750,"Enterprise, City of",Nitrate,2.69 ppm,0.14 ppm,10 ppm
2751,"Enterprise, City of","Radium, combined (-226 &amp; -228)",1.70 pCi/L,0.05 pCi/L,5 pCi/L
2752,"Enterprise, City of",Total trihalomethanes (TTHMs)†,9.48 ppb,0.15 ppb,80 ppb
2753,"Enterprise, City of",Trichloroacetic acid,0.700 ppb,0.1 ppb,
2754,"Enterprise, City of",Barium,34.5 ppb,700 ppb,"2,000 ppb"
2755,"Enterprise, City of",Chloroform,0.632 ppb,0.4 ppb,
2756,"Enterprise, City of",Chromium (total),1.000 ppb,,100 ppb
2757,"Enterprise, City of",Fluoride,0.265 ppm,,4 ppm
2758,"Enterprise, City of",Monochloroacetic acid,3.48 ppb,53 ppb,
2759,"Enterprise, City of",Selenium,6.15 ppb,30 ppb,50 ppb
2760,"Enterprise, City of",None,,,
2761,"Joseph, City of",Arsenic,1.26 ppb,0.004 ppb,10 ppb
2762,"Joseph, City of",Haloacetic acids (HAA5)†,5.62 ppb,0.1 ppb,60 ppb
2763,"Joseph, City of",Nitrate,0.487 ppm,0.14 ppm,10 ppm
2764,"Joseph, City of",Nitrate and nitrite,0.710 ppm,0.14 ppm,10 ppm
2765,"Joseph, City of",Total trihalomethanes (TTHMs)†,9.52 ppb,0.15 ppb,80 ppb
2766,"Joseph, City of",Barium,7.34 ppb,700 ppb,"2,000 ppb"
2767,"Joseph, City of",Tetrachloroethylene (perchloroethylene),0.0925 ppb,0.06 ppb,5 ppb
2768,"Joseph, City of",None,,,
2769,"Lostine, City Of",Haloacetic acids (HAA5)†,1.21 ppb,0.1 ppb,60 ppb
2770,"Lostine, City Of",Total trihalomethanes (TTHMs)†,3.62 ppb,0.15 ppb,80 ppb
2771,"Lostine, City Of",Barium,4.19 ppb,700 ppb,"2,000 ppb"
2772,"Lostine, City Of",Chromium (total),1.05 ppb,,100 ppb
2773,"Lostine, City Of",Fluoride,0.101 ppm,,4 ppm
2774,"Lostine, City Of",Nitrate,0.0505 ppm,0.14 ppm,10 ppm
2775,"Lostine, City Of",None,,,
2776,Wallowa Lake County Service District,Arsenic,0.700 ppb,0.004 ppb,10 ppb
2777,Wallowa Lake County Service District,"Radium, combined (-226 &amp; -228)",0.33 pCi/L,0.05 pCi/L,5 pCi/L
2778,Wallowa Lake County Service District,Barium,2.87 ppb,700 ppb,"2,000 ppb"
2779,Wallowa Lake County Service District,Beryllium,0.0500 ppb,1 ppb,4 ppb
2780,Wallowa Lake County Service District,Nitrate,0.0694 ppm,0.14 ppm,10 ppm
2781,Wallowa Lake County Service District,Selenium,0.143 ppb,30 ppb,50 ppb
2782,Wallowa Lake County Service District,None,,,
2783,"Wallowa, City of",Arsenic,0.905 ppb,0.004 ppb,10 ppb
2784,"Wallowa, City of",Nitrate,0.888 ppm,0.14 ppm,10 ppm
2785,"Wallowa, City of",Nitrate and nitrite,1.11 ppm,0.14 ppm,10 ppm
2786,"Wallowa, City of",Antimony,0.288 ppb,1 ppb,6 ppb
2787,"Wallowa, City of",Barium,3.42 ppb,700 ppb,"2,000 ppb"
2788,"Wallowa, City of",Cadmium,0.0530 ppb,0.04 ppb,5 ppb
2789,"Wallowa, City of",None,,,
2790,"Fossil, City of",Nitrate,0.527 ppm,0.14 ppm,10 ppm
2791,"Fossil, City of",Nitrate and nitrite,0.463 ppm,0.14 ppm,10 ppm
2792,"Fossil, City of",Total trihalomethanes (TTHMs)†,3.75 ppb,0.15 ppb,80 ppb
2793,"Fossil, City of",Barium,3.17 ppb,700 ppb,"2,000 ppb"
2794,"Fossil, City of",Fluoride,2.07 ppm,,4 ppm
2795,"Fossil, City of",None,,,
2796,Mitchell City Water,Haloacetic acids (HAA5)†,1.03 ppb,0.1 ppb,60 ppb
2797,Mitchell City Water,Total trihalomethanes (TTHMs)†,4.04 ppb,0.15 ppb,80 ppb
2798,Mitchell City Water,Barium,2.05 ppb,700 ppb,"2,000 ppb"
2799,Mitchell City Water,Chromium (total),1.05 ppb,,100 ppb
2800,Mitchell City Water,None,,,
2801,"Spray, City of",Arsenic,4.31 ppb,0.004 ppb,10 ppb
2802,"Spray, City of",Nitrate,3.42 ppm,0.14 ppm,10 ppm
2803,"Spray, City of",Nitrate and nitrite,3.83 ppm,0.14 ppm,10 ppm
2804,"Spray, City of","Radium, combined (-226 &amp; -228)",1.70 pCi/L,0.05 pCi/L,5 pCi/L
2805,"Spray, City of",Uranium,5.03 pCi/L,0.43 pCi/L,20 pCi/L
2806,"Spray, City of",Barium,11.1 ppb,700 ppb,"2,000 ppb"
2807,"Spray, City of",Chromium (total),1.48 ppb,,100 ppb
2808,"Spray, City of",Selenium,1.95 ppb,30 ppb,50 ppb
2809,"Spray, City of",None,,,
2810,Grass Valley Water System,Arsenic,1.20 ppb,0.004 ppb,10 ppb
2811,Grass Valley Water System,Nitrate,1.49 ppm,0.14 ppm,10 ppm
2812,Grass Valley Water System,Uranium,0.20 pCi/L,0.43 pCi/L,20 pCi/L
2813,Grass Valley Water System,None,,,
2814,"Moro, City of",Arsenic,0.700 ppb,0.004 ppb,10 ppb
2815,"Moro, City of",Nitrate,3.17 ppm,0.14 ppm,10 ppm
2816,"Moro, City of",Nitrate and nitrite,4.27 ppm,0.14 ppm,10 ppm
2817,"Moro, City of","Radium, combined (-226 &amp; -228)",0.37 pCi/L,0.05 pCi/L,5 pCi/L
2818,"Moro, City of",Barium,5.40 ppb,700 ppb,"2,000 ppb"
2819,"Moro, City of",Fluoride,0.249 ppm,,4 ppm
2820,"Moro, City of",None,,,
2821,Rufus Public Works,Arsenic,0.755 ppb,0.004 ppb,10 ppb
2822,Rufus Public Works,Haloacetic acids (HAA5)†,1.66 ppb,0.1 ppb,60 ppb
2823,Rufus Public Works,Nitrate,2.78 ppm,0.14 ppm,10 ppm
2824,Rufus Public Works,Nitrate and nitrite,3.25 ppm,0.14 ppm,10 ppm
2825,Rufus Public Works,"Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
2826,Rufus Public Works,Total trihalomethanes (TTHMs)†,23.8 ppb,0.15 ppb,80 ppb
2827,Rufus Public Works,Uranium,1.14 pCi/L,0.43 pCi/L,20 pCi/L
2828,Rufus Public Works,Barium,19.0 ppb,700 ppb,"2,000 ppb"
2829,Rufus Public Works,Chromium (total),2.28 ppb,,100 ppb
2830,Rufus Public Works,Fluoride,0.520 ppm,,4 ppm
2831,Rufus Public Works,Nitrite,0.0835 ppm,,1 ppm
2832,Rufus Public Works,None,,,
2833,"Wasco, City of",Arsenic,0.830 ppb,0.004 ppb,10 ppb
2834,"Wasco, City of",Nitrate,1.30 ppm,0.14 ppm,10 ppm
2835,"Wasco, City of",Nitrate and nitrite,1.06 ppm,0.14 ppm,10 ppm
2836,"Wasco, City of","Radium, combined (-226 &amp; -228)",2.30 pCi/L,0.05 pCi/L,5 pCi/L
2837,"Wasco, City of",Barium,3.04 ppb,700 ppb,"2,000 ppb"
2838,"Wasco, City of",Cyanide,0.450 ppb,,200 ppb
2839,"Wasco, City of",Fluoride,0.650 ppm,,4 ppm
2840,"Wasco, City of",None,,,
2841,Bruneau Water and Sewer District,Arsenic,1.20 ppb,0.004 ppb,10 ppb
2842,Bruneau Water and Sewer District,Fluoride,0.627 ppm,,4 ppm
2843,Bruneau Water and Sewer District,Nitrate,0.0714 ppm,0.14 ppm,10 ppm
2844,Bruneau Water and Sewer District,Nitrate and nitrite,0.0700 ppm,0.14 ppm,10 ppm
2845,Bruneau Water and Sewer District,Nitrite,0.0233 ppm,,1 ppm
2846,Bruneau Water and Sewer District,None,,,
2847,Grand View City Of,Arsenic,11.2 ppb,0.004 ppb,10 ppb
2848,Grand View City Of,Haloacetic acids (HAA5)†,6.11 ppb,0.1 ppb,60 ppb
2849,Grand View City Of,Nitrate,7.41 ppm,0.14 ppm,10 ppm
2850,Grand View City Of,Nitrate and nitrite,4.60 ppm,0.14 ppm,10 ppm
2851,Grand View City Of,"Radium, combined (-226 &amp; -228)",0.57 pCi/L,0.05 pCi/L,5 pCi/L
2852,Grand View City Of,Total trihalomethanes (TTHMs)†,23.5 ppb,0.15 ppb,80 ppb
2853,Grand View City Of,Uranium,4.69 pCi/L,0.43 pCi/L,20 pCi/L
2854,Grand View City Of,Fluoride,1.07 ppm,,4 ppm
2855,Grand View City Of,None,,,
2856,"Homedale, City of",Arsenic,3.27 ppb,0.004 ppb,10 ppb
2857,"Homedale, City of",Haloacetic acids (HAA5)†,0.559 ppb,0.1 ppb,60 ppb
2858,"Homedale, City of","Radium, combined (-226 &amp; -228)",0.31 pCi/L,0.05 pCi/L,5 pCi/L
2859,"Homedale, City of",Barium,63.3 ppb,700 ppb,"2,000 ppb"
2860,"Homedale, City of",Fluoride,0.557 ppm,,4 ppm
2861,"Homedale, City of",None,,,
2862,Hope House (owyhee),Haloacetic acids (HAA5)†,0.927 ppb,0.1 ppb,60 ppb
2863,Hope House (owyhee),Fluoride,0.270 ppm,,4 ppm
2864,Hope House (owyhee),Nitrite,0.01000 ppm,,1 ppm
2865,Hope House (owyhee),None,,,
2866,"Marsing, City of",Arsenic,1.35 ppb,0.004 ppb,10 ppb
2867,"Marsing, City of",Haloacetic acids (HAA5)†,1.25 ppb,0.1 ppb,60 ppb
2868,"Marsing, City of",Nitrate,1.67 ppm,0.14 ppm,10 ppm
2869,"Marsing, City of",Nitrate and nitrite,3.10 ppm,0.14 ppm,10 ppm
2870,"Marsing, City of",Total trihalomethanes (TTHMs)†,2.32 ppb,0.15 ppb,80 ppb
2871,"Marsing, City of",Uranium,3.35 pCi/L,0.43 pCi/L,20 pCi/L
2872,"Marsing, City of",Barium,80.0 ppb,700 ppb,"2,000 ppb"
2873,"Marsing, City of",Chromium (total),1.25 ppb,,100 ppb
2874,"Marsing, City of",Fluoride,1.86 ppm,,4 ppm
2875,"Marsing, City of",Nitrite,0.0300 ppm,,1 ppm
2876,"Marsing, City of",Selenium,6.00 ppb,30 ppb,50 ppb
2877,"Marsing, City of",None,,,
2878,Murphy Water System,Arsenic,5.35 ppb,0.004 ppb,10 ppb
2879,Murphy Water System,"Radium, combined (-226 &amp; -228)",0.58 pCi/L,0.05 pCi/L,5 pCi/L
2880,Murphy Water System,Fluoride,1.17 ppm,,4 ppm
2881,Murphy Water System,Nitrate,0.200 ppm,0.14 ppm,10 ppm
2882,Murphy Water System,None,,,
2883,Pioneer Mobile Home Park,Barium,1.000 ppb,700 ppb,"2,000 ppb"
2884,Pioneer Mobile Home Park,Chromium (total),1.000 ppb,,100 ppb
2885,Pioneer Mobile Home Park,Nitrate,0.107 ppm,0.14 ppm,10 ppm
2886,Pioneer Mobile Home Park,Nitrate and nitrite,0.130 ppm,0.14 ppm,10 ppm
2887,Pioneer Mobile Home Park,None,,,
2888,California Pines Community Services District,Arsenic,9.60 ppb,0.004 ppb,10 ppb
2889,California Pines Community Services District,Fluoride,0.200 ppm,,4 ppm
2890,California Pines Community Services District,None,,,
2891,Cedarville County Water District,Arsenic,4.30 ppb,0.004 ppb,10 ppb
2892,Cedarville County Water District,Chromium (hexavalent),1.20 ppb,0.02 ppb,
2893,Cedarville County Water District,Nitrate,1.99 ppm,0.14 ppm,10 ppm
2894,Cedarville County Water District,Nitrate and nitrite,2.50 ppm,0.14 ppm,10 ppm
2895,Cedarville County Water District,Bromomethane,0.520 ppb,,
2896,Cedarville County Water District,None,,,
2897,City Of Alturas,Chromium (hexavalent),1.35 ppb,0.02 ppb,
2898,City Of Alturas,Nitrate,1.29 ppm,0.14 ppm,10 ppm
2899,City Of Alturas,"Radium, combined (-226 &amp; -228)",1.24 pCi/L,0.05 pCi/L,5 pCi/L
2900,City Of Alturas,None,,,
2901,Newell County Water District,Arsenic,8.70 ppb,0.004 ppb,10 ppb
2902,Newell County Water District,Fluoride,0.240 ppm,,4 ppm
2903,Newell County Water District,Manganese,108.0 ppb,100 ppb,
2904,Newell County Water District,None,,,
2905,Avion Water Company - Avion,Arsenic,2.00 ppb,0.004 ppb,10 ppb
2906,Avion Water Company - Avion,Chromium (hexavalent),0.856 ppb,0.02 ppb,
2907,Avion Water Company - Avion,Barium,1.17 ppb,700 ppb,"2,000 ppb"
2908,Avion Water Company - Avion,Chromium (total),0.729 ppb,,100 ppb
2909,Avion Water Company - Avion,Fluoride,0.103 ppm,,4 ppm
2910,Avion Water Company - Avion,Molybdenum,0.143 ppb,40 ppb,
2911,Avion Water Company - Avion,Nitrate,0.0825 ppm,0.14 ppm,10 ppm
2912,Avion Water Company - Avion,Nitrate and nitrite,0.122 ppm,0.14 ppm,10 ppm
2913,Avion Water Company - Avion,Strontium,0.0256 ppb,"1,500 ppb",
2914,Avion Water Company - Avion,Vanadium,16.0 ppb,21 ppb,
2915,Avion Water Company - Avion,None,,,
2916,Avion Water Company - Avion,Arsenic,2.00 ppb,0.004 ppb,10 ppb
2917,Avion Water Company - Avion,Chromium (hexavalent),0.856 ppb,0.02 ppb,
2918,Avion Water Company - Avion,Barium,1.17 ppb,700 ppb,"2,000 ppb"
2919,Avion Water Company - Avion,Chromium (total),0.729 ppb,,100 ppb
2920,Avion Water Company - Avion,Fluoride,0.103 ppm,,4 ppm
2921,Avion Water Company - Avion,Molybdenum,0.143 ppb,40 ppb,
2922,Avion Water Company - Avion,Nitrate,0.0825 ppm,0.14 ppm,10 ppm
2923,Avion Water Company - Avion,Nitrate and nitrite,0.122 ppm,0.14 ppm,10 ppm
2924,Avion Water Company - Avion,Strontium,0.0256 ppb,"1,500 ppb",
2925,Avion Water Company - Avion,Vanadium,16.0 ppb,21 ppb,
2926,Avion Water Company - Avion,None,,,
2927,Barnes Butte Homeowners Association,Nitrate,2.43 ppm,0.14 ppm,10 ppm
2928,Barnes Butte Homeowners Association,None,,,
2929,Cascade Pines Mobile Home Park,Arsenic,1.72 ppb,0.004 ppb,10 ppb
2930,Cascade Pines Mobile Home Park,Nitrate,1.47 ppm,0.14 ppm,10 ppm
2931,Cascade Pines Mobile Home Park,Nitrate and nitrite,0.798 ppm,0.14 ppm,10 ppm
2932,Cascade Pines Mobile Home Park,Barium,25.7 ppb,700 ppb,"2,000 ppb"
2933,Cascade Pines Mobile Home Park,Selenium,0.552 ppb,30 ppb,50 ppb
2934,Cascade Pines Mobile Home Park,None,,,
2935,Dry Creek Airpark,Arsenic,2.71 ppb,0.004 ppb,10 ppb
