,Utility name,City,People served,Zip
5,Fall Creek Water District,Alsea,Population served: 50,97380
6,Guptil Subdivision,Otis,Population served: 28,97380
7,Hiland Water Company - Bear Creek,Newberg,Population served: 275,97380
8,Hiland Water Company - Boulder Creek,Newberg,Population served: 350,97380
9,Hiland Water Company - Echo Mountain Park,Newberg,Population served: 362,97380
10,Hiland Water Company - Riverbend Park Water System,Newberg,Population served: 172,97380
11,Hiland Water Company - Westwood,Newberg,Population served: 120,97380
12,Inn At Otter Crest,Otter Rock,Population served: 90,97380
13,Johnson Creek Water Service,Newberg,Population served: 363,97380
14,Kernville-gleneden-linc Bch Water District,Gleneden Beach,"Population served: 5,598",97380
15,Kozy Acres Water System,Waldport,Population served: 40,97380
16,Lincoln City Water District,Lincoln City,"Population served: 20,830",97380
17,Lower Siletz Water System,Lincoln City,Population served: 165,97380
18,Otter Rock Water District,Otter Rock,Population served: 175,97380
19,Panther Creek Water District,Otis,Population served: 760,97380
20,Riverside Mobile Park,Seal Rock,Population served: 32,97380
21,Salmon River Mobile Village,Otis,Population served: 75,97380
22,Salmon River Rv Park,Otis,Population served: 69,97380
23,Sea Crest,Newberg,Population served: 72,97380
24,Seal Rock Water District,Seal Rock,"Population served: 5,500",97380
25,"Siletz, City of",Siletz,"Population served: 1,200",97380
26,Sw Lincoln County Water District,Waldport,"Population served: 3,000",97380
27,Toledo Water Utilities,Toledo,"Population served: 3,645",97380
28,"Waldport, City of",Waldport,"Population served: 2,080",97380
29,"Yachats, City of",Yachats,"Population served: 1,000",97380
0,Christmas Valley Domestic Ws,Christmas Valley,Population served: 860,97638
1,"Lakeview, City of",Lakeview,"Population served: 2,300",97638
2,"Paisley, City of",Paisley,Population served: 245,97638
3,Westwind Mobile Home Park,Lake Oswego,Population served: 104,97638
0,Salem Public Works,"Salem, OR","Population served:192,000",97381
1,City of Keizer,"Keizer, OR","Population served:37,505",97381
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97381
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97381
4,"Silverton, City of","Silverton, OR","Population served:10,325",97381
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97381
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97381
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97381
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97381
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97381
0,Bend Water Department,"Bend, OR","Population served:62,091",97759
1,Redmond Water Department,"Redmond, OR","Population served:27,427",97759
2,Avion Water Company - Avion,"Bend, OR","Population served:31,700",97759
3,Deschutes Valley Water District,"Madras, OR","Population served:10,600",97759
4,Crooked River Ranch Water Company,"Terrebonne, OR","Population served:4,000",97759
5,"Madras, City Of","Madras, OR","Population served:3,940",97759
6,Roats Water System,"Bend, OR","Population served:4,500",97759
7,Agate Water System,"Bend, OR","Population served:2,925",97759
8,Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97759
9,"Sisters, City of","Sisters, OR","Population served:2,700",97759
0,"Brookings, City of",Brookings,"Population served: 6,336",97476
1,"Gold Beach, City of",Gold Beach,"Population served: 3,000",97476
2,Harbor Water People's Utility District,Harbor,"Population served: 3,190",97476
3,Langlois Water District,Langlois,Population served: 220,97476
4,Nesika Beach-ophir Water District,Gold Beach,"Population served: 1,500",97476
5,Old Sheep Ranch Water Association,Langlois,Population served: 56,97476
6,,,Population served: 0,97476
7,"Port Orford, City of",Port Orford,"Population served: 1,140",97476
8,Rainbow Rock Service Association,Brookings,Population served: 80,97476
9,Rainbow Rock Village Mobile Home Park,Brookings,Population served: 115,97476
10,Saunders Creek Hoc,Gold Beach,Population served: 75,97476
0,Bay Hills Water Association,Newport,Population served: 45,97366
1,Beverly Beach Water District,Newport,Population served: 152,97366
2,Carmel Beach Water District,Newport,Population served: 36,97366
3,City of Newport,Newport,"Population served: 10,160",97366
4,"Depoe Bay, City of",Depoe Bay,"Population served: 1,398",97366
5,Fall Creek Water District,Alsea,Population served: 50,97366
6,Guptil Subdivision,Otis,Population served: 28,97366
7,Hiland Water Company - Bear Creek,Newberg,Population served: 275,97366
8,Hiland Water Company - Boulder Creek,Newberg,Population served: 350,97366
9,Hiland Water Company - Echo Mountain Park,Newberg,Population served: 362,97366
10,Hiland Water Company - Riverbend Park Water System,Newberg,Population served: 172,97366
11,Hiland Water Company - Westwood,Newberg,Population served: 120,97366
12,Inn At Otter Crest,Otter Rock,Population served: 90,97366
13,Johnson Creek Water Service,Newberg,Population served: 363,97366
14,Kernville-gleneden-linc Bch Water District,Gleneden Beach,"Population served: 5,598",97366
15,Kozy Acres Water System,Waldport,Population served: 40,97366
16,Lincoln City Water District,Lincoln City,"Population served: 20,830",97366
17,Lower Siletz Water System,Lincoln City,Population served: 165,97366
18,Otter Rock Water District,Otter Rock,Population served: 175,97366
19,Panther Creek Water District,Otis,Population served: 760,97366
20,Riverside Mobile Park,Seal Rock,Population served: 32,97366
21,Salmon River Mobile Village,Otis,Population served: 75,97366
22,Salmon River Rv Park,Otis,Population served: 69,97366
23,Sea Crest,Newberg,Population served: 72,97366
24,Seal Rock Water District,Seal Rock,"Population served: 5,500",97366
25,"Siletz, City of",Siletz,"Population served: 1,200",97366
26,Sw Lincoln County Water District,Waldport,"Population served: 3,000",97366
27,Toledo Water Utilities,Toledo,"Population served: 3,645",97366
28,"Waldport, City of",Waldport,"Population served: 2,080",97366
29,"Yachats, City of",Yachats,"Population served: 1,000",97366
0,Bley-was Heights Water System,Bly,Population served: 42,97639
1,Bly Water District,Bly,Population served: 352,97639
2,Chiloquin Municipal Water Department,Chiloquin,Population served: 730,97639
3,Collier Lane Homeowners Association,Klamath Falls,Population served: 60,97639
4,Crescent Water Supply & Improvement District,Crescent,Population served: 900,97639
5,Crossroads Mobile Home Park,Klamath Falls,Population served: 150,97639
6,Falcon Heights,Klamath Falls,Population served: 559,97639
7,Gilchrist Water System LLC,Gilchrist,Population served: 440,97639
8,Keno Water Co. Inc.,Keno,Population served: 290,97639
9,Klamath Falls Water Department,Klamath Falls,"Population served: 40,475",97639
10,Lakeside Mobile Home & Rv Park,Klamath Falls,Population served: 110,97639
11,Malin Municipal Water,Malin,Population served: 815,97639
12,Merrill Water Department,Merrill,Population served: 907,97639
13,Nps Annie Springs,Crater Lake,Population served: 200,97639
14,Oregon Shores Beach Club Inc.,Chiloquin,Population served: 352,97639
15,Oregon Shores Recreation Club,Chiloquin,Population served: 275,97639
16,Pine Grove Water District (klamath),Klamath Falls,Population served: 180,97639
17,Pinecrest Water Company,Klamath Falls,Population served: 78,97639
18,Pristine Water Source LLC,Klamath Falls,Population served: 250,97639
19,Round Lake Water Utilities,Klamath Falls,Population served: 250,97639
20,Oregon Water Utilities - Mountain Lakes,Klamath Falls,Population served: 770,97639
21,Shield Crest Condos,Klamath Falls,Population served: 45,97639
22,Shield Crest Water Association,Klamath Falls,Population served: 61,97639
23,Skyline View District Improvement,Klamath Falls,Population served: 250,97639
24,Sportsmans Paradise Motel/tc,Klamath Falls,Population served: 52,97639
25,Sprague River Water Association,Sprague River,Population served: 60,97639
26,,,Population served: 0,97639
0,"Fossil, City of",Fossil,Population served: 470,97874
1,Mitchell City Water,Mitchell,Population served: 127,97874
2,"Spray, City of",Spray,Population served: 120,97874
0,Eugene Water & Electric Board,"Eugene, OR","Population served:168,000",97475
1,Springfield Utility Board,"Springfield, OR","Population served:59,500",97475
2,"Cottage Grove, City of","Cottage Grove, OR","Population served:10,005",97475
3,"Florence, City of","Florence, OR","Population served:8,850",97475
4,Rainbow Water District,"Springfield, OR","Population served:6,300",97475
5,Junction City Water Utilities,"Junction City, OR","Population served:3,011",97475
6,"Creswell, City of","Creswell, OR","Population served:5,075",97475
7,"Veneta, City of","Veneta, OR","Population served:4,755",97475
8,Heceta Water Peoples Utility District,"Florence, OR","Population served:4,921",97475
9,"Oakridge, City of","Oakridge, OR","Population served:3,225",97475
0,Eugene Water & Electric Board,"Eugene, OR","Population served:168,000",97477
1,Springfield Utility Board,"Springfield, OR","Population served:59,500",97477
2,"Cottage Grove, City of","Cottage Grove, OR","Population served:10,005",97477
3,"Florence, City of","Florence, OR","Population served:8,850",97477
4,Rainbow Water District,"Springfield, OR","Population served:6,300",97477
5,Junction City Water Utilities,"Junction City, OR","Population served:3,011",97477
6,"Creswell, City of","Creswell, OR","Population served:5,075",97477
7,"Veneta, City of","Veneta, OR","Population served:4,755",97477
8,Heceta Water Peoples Utility District,"Florence, OR","Population served:4,921",97477
9,"Oakridge, City of","Oakridge, OR","Population served:3,225",97477
0,Eugene Water & Electric Board,"Eugene, OR","Population served:168,000",97478
1,Springfield Utility Board,"Springfield, OR","Population served:59,500",97478
2,"Cottage Grove, City of","Cottage Grove, OR","Population served:10,005",97478
3,"Florence, City of","Florence, OR","Population served:8,850",97478
4,Rainbow Water District,"Springfield, OR","Population served:6,300",97478
5,Junction City Water Utilities,"Junction City, OR","Population served:3,011",97478
6,"Creswell, City of","Creswell, OR","Population served:5,075",97478
7,"Veneta, City of","Veneta, OR","Population served:4,755",97478
8,Heceta Water Peoples Utility District,"Florence, OR","Population served:4,921",97478
9,"Oakridge, City of","Oakridge, OR","Population served:3,225",97478
0,City of Pendleton,"Pendleton, OR","Population served:17,310",97875
1,City of Hermiston,"Hermiston, OR","Population served:18,200",97875
2,"Milton-freewater, City Of","Milton-freewater, OR","Population served:7,070",97875
3,"Umatilla, City of","Umatilla, OR","Population served:6,980",97875
4,"Stanfield, City of","Stanfield, OR","Population served:2,115",97875
0,Salem Public Works,"Salem, OR","Population served:192,000",97383
1,City of Albany,"Albany, OR","Population served:56,100",97383
2,City of Keizer,"Keizer, OR","Population served:37,505",97383
3,City of Woodburn,"Woodburn, OR","Population served:24,670",97383
4,City of Lebanon,"Lebanon, OR","Population served:15,518",97383
5,Suburban East Salem WD,"Salem, OR","Population served:13,600",97383
6,"Silverton, City of","Silverton, OR","Population served:10,325",97383
7,"Sweet Home, City of","Lebanon, OR","Population served:9,065",97383
8,Stayton Water Supply,"Stayton, OR","Population served:7,830",97383
9,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97383
0,Salem Public Works,"Salem, OR","Population served:192,000",97385
1,City of Keizer,"Keizer, OR","Population served:37,505",97385
2,City of Woodburn,"Woodburn, OR","Population served:24,670",97385
3,Suburban East Salem WD,"Salem, OR","Population served:13,600",97385
4,"Silverton, City of","Silverton, OR","Population served:10,325",97385
5,Stayton Water Supply,"Stayton, OR","Population served:7,830",97385
6,"Mount Angel, City of","Mt. Angel, OR","Population served:3,450",97385
7,"Aumsville, City of","Aumsville, OR","Population served:3,945",97385
8,"Hubbard, City of","Hubbard, OR","Population served:3,304",97385
9,"Sublimity, City of","Sublimity, OR","Population served:2,760",97385
0,Christmas Valley Domestic Ws,Christmas Valley,Population served: 860,97640
1,"Lakeview, City of",Lakeview,"Population served: 2,300",97640
2,"Paisley, City of",Paisley,Population served: 245,97640
3,Westwind Mobile Home Park,Lake Oswego,Population served: 104,97640
0,City of La Grande,La Grande,"Population served: 13,245",97876
1,"Cove, City of",Cove,Population served: 550,97876
2,Elgin Water Department,Elgin,"Population served: 1,725",97876
3,Flying K Trailer Ranch,La Grande,Population served: 96,97876
4,"Imbler, City of",Imbler,Population served: 305,97876
5,Island City,Island City,"Population served: 1,115",97876
6,"North Powder, City Of",North Powder,Population served: 445,97876
7,Sundowner Mobile Home Park,La Grande,Population served: 160,97876
8,"Union, City of",Union,"Population served: 2,150",97876
0,Baker City,Baker City,"Population served: 9,890",97877
1,Canyon City Water Department,Canyon City,Population served: 705,97877
2,"Dayville, City of",Dayville,Population served: 150,97877
3,"Haines, City of",Haines,Population served: 415,97877
4,"Halfway, City of",Halfway,Population served: 290,97877
5,"Huntington, City of",Huntington,Population served: 445,97877
6,Idaho Power-oxbow Village,Oxbow,Population served: 75,97877
7,"John Day, City of",John Day,"Population served: 1,735",97877
8,"Long Creek, City Of",Long Creek,Population served: 195,97877
9,"Monument, City of",Monument,Population served: 130,97877
10,"Mount Vernon, City of",Mount Vernon,Population served: 509,97877
11,Prairie City,Prairie City,Population served: 910,97877
12,"Richland, City of",Richland,Population served: 245,97877
13,Sagedale Apartments,Ellensburg,Population served: 40,97877
14,"Seneca, City of",Seneca,Population served: 200,97877
